id,year,country,state_province,district,actors,side_a,side_b,conflict,deaths_a,deaths_b,deaths_civilians,deaths_unknown,deaths_total,latitude,longitude,location_name,headline,date,month,month_name,year_month,violence_type,severity
193296,2015,Nigeria,Borno state,Maiduguri lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,12,0,12,11.84644,13.160274,"Akida village, 25 kilometres from Maiduguri","21 dead in two Boko Haram attacks in NE Nigeria: community leader, witness",2015-02-12,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193295,2015,Chad,Lac region,Mamdi department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,1,2,0,0,3,13.4741,14.70529,"Ngouboua village, on the shores of Lake Chad",Boko Haram Attacks Chad for the First Time;Five dead in first Boko Haram attack in Chad: security source,2015-02-13,2,Feb,2015-02,State-based conflict,Low (1–5)
193294,2015,Chad,Lac region,Mamdi department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,4,0,4,13.4741,14.70529,"Ngouboua village, on the shores of Lake Chad",Five dead as Boko Haram carries out first attack in Chad: security source;Five dead in first Boko Haram attack in Chad: security source;Boko Haram Fighters Launch First Attack Inside Chad,2015-02-13,2,Feb,2015-02,One-sided (civilians),Low (1–5)
193302,2015,Nigeria,Kano state,Kibiya lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,0,0,1,11.528,8.66108,Kibiya,"Villagers, Police KillBoko Haram Suspects in Kano;Professor Killed After Boko Haram Attack",2015-02-14,2,Feb,2015-02,State-based conflict,Low (1–5)
193301,2015,Nigeria,Yobe state,Damaturu lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,13,0,13,11.747,11.9608,Damaturu town,UPDATE 2-Female suicide bomber kills 10 in Nigerian bus station,2015-02-15,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
198577,2015,Nigeria,Borno state,Askira/Uba lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,40,0,40,10.45509,13.22233,Uba town,"Boko Haram razes Borno emir’s palace, kills residents",2015-02-15,2,Feb,2015-02,One-sided (civilians),High (21–50)
211764,2015,Cameroon,Far North region,,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,18,0,18,11.0,14.5,Extreme-Nord Region,Suspected Boko Haramkill 18 in Cameroon's far north - French radio,2015-02-15,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193314,2015,Nigeria,Borno state,Magumeri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,27,27,12.25795,13.10964,Zuntur village,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193312,2015,Nigeria,Borno state,Magumeri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,1,0,0,27,28,12.00302,12.95289,Gabchari village,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193313,2015,Nigeria,Borno state,Magumeri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,27,27,12.21285,13.10789,Abba Jabari village,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193315,2015,Nigeria,Borno state,Magumeri lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,27,27,12.252155,13.105596,Gajiganna,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193316,2015,Nigeria,Borno state,Nganzai lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,27,27,12.49303,13.20914,Gaijram,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193317,2015,Nigeria,Borno state,Nganzai lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,27,27,12.59118,13.20762,Damakar village,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193318,2015,Nigeria,Borno state,Monguno lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,27,27,12.576,13.41361,Kumaliwa,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193319,2015,Nigeria,Borno state,,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,84,84,11.5,13.0,Borno state,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,Severe (50+)
193309,2015,Nigeria,Borno state,Monguno lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,1,0,0,27,28,12.67863,13.60792,Monguno town,"Nigeria claims over 300 Boko Haram fighters killed in town recapture;Nigeria military says kills 300 Boko Haram militants in counter offensive;Military Recovers Tanks, Ammunition From Boko Haram in Borno",2015-02-16,2,Feb,2015-02,State-based conflict,High (21–50)
193307,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,0,0,1,13.36512,12.44516,"Bagara, near the town of Diffa",Suspected Boko Haram suicide attack thwarted in Niger,2015-02-16,2,Feb,2015-02,State-based conflict,Low (1–5)
193304,2015,Cameroon,Far North region,Logone-et-Chari department,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,5,86,0,0,91,11.39879,14.57067,Waza town (military camp near),"Nigerian troops recapture two towns from Boko Haram;Cameroon army says 5 soldiers, 86 Boko Haram militants killed in clashes",2015-02-16,2,Feb,2015-02,State-based conflict,Severe (50+)
198544,2015,Nigeria,Yobe state,Yunusari lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,0,0,0,2,13.09969,12.1079,Kanamma village,"Boko Haram Attack, Borno",2015-02-17,2,Feb,2015-02,State-based conflict,Low (1–5)
193306,2015,Nigeria,Yobe state,Potiskum lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,2,0,2,11.7091,11.0694,Potiskum town,Multiple bombs kill eight in northeast Nigerian town,2015-02-17,2,Feb,2015-02,One-sided (civilians),Low (1–5)
193327,2015,Nigeria,Adamawa state,Hong lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,17,0,17,10.4685,12.98571,"Fa'a village, Hong LGA",Boko HaramKill 50 Persons in Adamawa,2015-02-17,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193305,2015,Nigeria,Borno state,Biu lga,JAS - Yan Gora,JAS,Yan Gora,JAS - Yan Gora,3,2,2,29,36,10.65808,12.1628,"Yamarkumi village, four kilometres from Biu","11 killed in suicide attack in northeast Nigeria: vigilante, resident;Suicide attacks kill 38 in NE Nigeria despite regional fight-back",2015-02-17,2,Feb,2015-02,Non-state conflict,High (21–50)
193330,2015,Nigeria,Adamawa state,Hong lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,10,0,10,10.31016,12.92473,"Dang village, Hong LGA",Boko HaramKill 50 Persons in Adamawa,2015-02-17,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
198547,2015,Nigeria,Yobe state,Yunusari lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,10,0,10,13.09969,12.1079,Kanamma village,"Boko Haram Attack, Borno",2015-02-17,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193308,2015,Nigeria,Borno state,Dikwa lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,117,0,0,119,12.03609,13.91815,Dikwa town (near),Suicide attacks kill 38 as Boko Haram threatens Nigeria vote;Sambisa Forest - Blow-By-Blow Account of the Assault Against Boko Haram [analysis],2015-02-17,2,Feb,2015-02,State-based conflict,Severe (50+)
193310,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,36,0,36,13.62649,13.25159,Abadam village (Niger side),"Nigerian military claims success, civilians killed in air strike;Air strike on Niger village kills at least 20: local officials;Air strike on Niger village kills 36;UPDATE 2-Dozens killed in bombing of Niger village; official blames Nigeria",2015-02-18,2,Feb,2015-02,State-based conflict,High (21–50)
198586,2015,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,12,0,12,10.86583,12.84702,"Tamsu-Shehuri village, near Chibok",Thirty four killed by suspected Boko Haram fighters in northeastern Nigeria,2015-02-18,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
203866,2015,Niger,Diffa region,Diffa department,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,3,0,3,13.27379,12.57441,"Tourba Guida village, Diffa region",Boko Haram militants kill three in attack on Niger village,2015-02-18,2,Feb,2015-02,One-sided (civilians),Low (1–5)
198591,2015,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,1,0,1,10.86583,12.84702,"Ladi-Shehuri, near Chibok",Thirty four killed by suspected Boko Haram fighters in northeastern Nigeria,2015-02-19,2,Feb,2015-02,One-sided (civilians),Low (1–5)
213105,2015,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,15,0,15,10.86583,12.84702,"Thlaimakalama village, 15 km from Chibok","At least 30 dead in Boko Haram raids near Chibok, Nigeria: residents",2015-02-19,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193322,2015,Nigeria,Borno state,Chibok lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,15,0,15,10.712262,12.988455,"Gatamarwa villages, 15 km from Chibok","At least 30 dead in Boko Haram raids near Chibok, Nigeria: residents",2015-02-19,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193334,2015,Nigeria,Adamawa state,Hong lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,30,0,30,10.31016,12.92473,Gaya village,Boko HaramKill 50 Persons in Adamawa;Terrorists kill 30 in Adamawa,2015-02-19,2,Feb,2015-02,One-sided (civilians),High (21–50)
193320,2015,Nigeria,Borno state,Gwoza lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,11.103593,13.712982,Gwoza town,Nigeria says 'large number' of insurgents killed in air strike,2015-02-19,2,Feb,2015-02,State-based conflict,Low (1–5)
193321,2015,Nigeria,Borno state,,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,0,117,117,11.25,13.416667,Sambisa forest,Nigeria says 'large number' of insurgents killed in air strike;Troops Recapture B-Haram Training Base As Jonathan Commissions Warships,2015-02-19,2,Feb,2015-02,State-based conflict,Severe (50+)
198595,2015,Nigeria,Borno state,Chibok lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,12,0,0,12,10.86583,12.84702,"Ladi-Shehuri village, near Chibok",Thirty four killed by suspected Boko Haram fighters in northeastern Nigeria,2015-02-19,2,Feb,2015-02,State-based conflict,Medium (6–20)
193323,2015,Nigeria,Borno state,Kukawa lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,3,0,0,3,13.09466,13.82343,Baga town,Nigerian military claims recapture of Baga from Boko Haram,2015-02-20,2,Feb,2015-02,State-based conflict,Low (1–5)
193333,2015,Nigeria,Adamawa state,Hong lga,JAS - Yan Gora,JAS,Yan Gora,JAS - Yan Gora,2,1,2,0,5,10.4685,12.98571,Fa'a village,Boko HaramKill 50 Persons in Adamawa,2015-02-20,2,Feb,2015-02,Non-state conflict,Low (1–5)
193324,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,7,14,0,0,21,13.66667,12.5,"Karouga village, southeastern Niger",Nigerian military claims recapture of Baga from Boko Haram,2015-02-20,2,Feb,2015-02,State-based conflict,High (21–50)
193348,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,6,0,0,0,6,13.8,13.57,"Karamga village on shores of Lake Chad, 30 kilometres east of Bosso town","Boko HaramKills Six Nigerien Soldiers, Torch Houses in Karamga Border Attacks",2015-02-20,2,Feb,2015-02,State-based conflict,Medium (6–20)
193337,2015,Nigeria,Yobe state,Potiskum lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,7,0,7,11.7091,11.0694,Potiskum town (Kasuwar Jagwal; GSM Market),"Girl bomber kills five, wounds dozens in northeast Nigeria;Girl suicide bomber kills five in Nigeria: witnesses;Girl suicide bomber kills five in Nigeria: witnesses;Young girl suicide bomber kills seven in Nigeria",2015-02-22,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193379,2015,Nigeria,Kano state,Warawa lga,Supporters of APC - Supporters of PDP,Supporters of APC,Supporters of PDP,Supporters of APC - Supporters of PDP,0,0,0,4,4,11.88333,8.68333,"Ladi Makole village, Warawa LGA Kano State","Four Killed in Kano PDP, APC Clash",2015-02-23,2,Feb,2015-02,Non-state conflict,Low (1–5)
193380,2015,Nigeria,Lagos state,,Supporters of APC - Supporters of PDP,Supporters of APC,Supporters of PDP,Supporters of APC - Supporters of PDP,0,0,0,2,2,6.453056,3.395833,Oshodi area of Lagos,"APC, PDP Trade Blames As Two Die in Oshodi Mayhem",2015-02-24,2,Feb,2015-02,Non-state conflict,Low (1–5)
193361,2015,Nigeria,Kano state,,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,10,0,10,11.994354,8.513807,Kano town (Kofar Nassarawa area),"Blasts hit two Nigeria bus stations, at least 27 dead;Toll from Kano, Nigeria bombings rises to 34: union",2015-02-24,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193359,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,2,0,0,0,2,13.69869,13.30951,Bosso town,Boko Haram mine kills two soldiers in southeast Niger: ministry,2015-02-24,2,Feb,2015-02,State-based conflict,Low (1–5)
193358,2015,Nigeria,Yobe state,Potiskum lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,10,0,10,11.7091,11.0694,Potiskum town,"17 dead in bus blast in northeast Nigeria: witnesses, rescuers;Boko Haram Female Suicide Bomber, Yobe",2015-02-24,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193378,2015,Nigeria,Borno state,Ngala lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,1,207,0,0,208,12.37066,14.21731,near Garambu,Chadian soldiers kill 207 Boko Haram fighters in Nigeria: army,2015-02-24,2,Feb,2015-02,State-based conflict,Severe (50+)
193393,2015,Nigeria,Borno state,Ngala lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,40,0,0,40,12.37066,14.21731,Gonori (near Gamboru),Boko Haram raid villages after Chadian offensive: residents,2015-02-24,2,Feb,2015-02,State-based conflict,High (21–50)
193392,2015,Nigeria,Borno state,Ngala lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,4,0,4,12.37066,14.21731,Gonori (near Gamboru),Boko Haram raid villages after Chadian offensive: residents,2015-02-24,2,Feb,2015-02,One-sided (civilians),Low (1–5)
193391,2015,Nigeria,Borno state,Kala/Balge lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,40,0,40,12.04639,14.48093,Kala-Balge lga,"Boko Haram raid villages after Chadian offensive: residents;Boko Haram Attack, Borno",2015-02-25,2,Feb,2015-02,One-sided (civilians),High (21–50)
193419,2015,Nigeria,Adamawa state,Hong lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,6,0,6,10.364678,12.863936,Garaha-Mujelli village,Boko HaramKills 19 in Adamawa Villages,2015-02-25,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193418,2015,Nigeria,Adamawa state,Hong lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,6,0,6,10.40026,12.8896,Garaha village,Boko HaramKills 19 in Adamawa Villages,2015-02-25,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193417,2015,Nigeria,Adamawa state,Hong lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,7,0,7,10.40905,12.83846,Lar village,Boko HaramKills 19 in Adamawa Villages,2015-02-25,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
211775,2015,Cameroon,Far North region,,Government of Cameroon - JAS,Government of Cameroon,JAS,Cameroon: Government,2,0,0,0,2,11.0,14.5,Far North region,Two Cameroon soldiers killed by suspected Boko Haram bomb,2015-02-25,2,Feb,2015-02,State-based conflict,Low (1–5)
193383,2015,Nigeria,Borno state,Biu lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,1,0,0,1,10.61285,12.19458,Biu town,18 killed in suicide blast in northeastern Nigeria: witnesses,2015-02-26,2,Feb,2015-02,State-based conflict,Low (1–5)
193381,2015,Nigeria,Borno state,Biu lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,18,0,18,10.61285,12.19458,Biu town (Tashar Gandu bus station),Suicide blast at bus station in northeastern Nigeria: witnesses,2015-02-26,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193384,2015,Nigeria,Plateau state,Jos North lga,JAS - Civilians,JAS,Civilians,JAS - Civilians,0,0,17,0,17,9.916667,8.9,Jos town,"Two blasts rock central Nigeria's Jos, at least 17 dead: military, witnesses;Boko Haram Suicide Bomber, Plateau;APPENDIX 1 BOMB ATTACKS JANUARY 2014 – MARCH 2015",2015-02-26,2,Feb,2015-02,One-sided (civilians),Medium (6–20)
193394,2015,Niger,Diffa region,Diffa department,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,0,2,0,2,13.1512,12.52121,"Zaourararm, 30 km west of the town of Diffa",Two People Killed By Suspected Boko Haram Mine Blast in Niger,2015-02-26,2,Feb,2015-02,State-based conflict,Low (1–5)
193412,2015,Nigeria,Yobe state,Gulani lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,1,2,0,0,3,11.0,11.71667,Djimitillo-Damaturu road axis,"Many Boko Haram Terrorists Killed, Arms Recovered As Nigerian Troops Encounter Fleeing Insurgents;Boko Haram , Yobe",2015-02-27,2,Feb,2015-02,State-based conflict,Low (1–5)
193413,2015,Nigeria,Adamawa state,Madagali lga,Government of Nigeria - JAS,Government of Nigeria,JAS,Nigeria: Government,0,2,0,0,2,10.79942,13.4622,Gulak,"Many Boko Haram Terrorists Killed, Arms Recovered As Nigerian Troops Encounter Fleeing Insurgents",2015-02-27,2,Feb,2015-02,State-based conflict,Low (1–5)
